,id,Цена,Цена за кв.метр,Количество собственников,Район,Улица,Вид сделки,Количество комнат,Общая площадь,Площадь кухни,Жилая площадь,Этаж,Этажей в доме,Балкон или лоджия,Высота потолков,Санузел,Окна,Ремонт,Техника,Способ продажи,Тип дома,Год постройки,Пассажирский лифт,Грузовой лифт,В доме,Двор,Парковка,Дополнительно,Тип комнат,Мебель,Тип продавца,Data_added,latitude,longitude,center_distance,metro_distance
1176,4825595558,4200000.0,93541.0,Контактное лицо,Sovetsky,"Перекопская ул., 1",возможна ипотека,2,44.9,6.0,32.0,2.0,4.0,балкон,2.5,совмещенный,на улицу,косметический,стиральная машина,свободная,кирпичный,1964.0,нет,нет,газ,детская площадка,открытая во дворе,гардеробная,смежные,"кухня, спальные места",агентство,2025-05-27,53.1956792,50.2127507,7.91,0.9
1177,4205137942,12800000.0,261224.0,Контактное лицо,,"Ново-Садовая ул., 106Гк1",возможна ипотека,2,49.0,25.0,24.0,18.0,24.0,лоджия,,совмещенный,,дизайнерский,"кондиционер, холодильник, стиральная машина, посудомоечная машина",свободная,монолитный,2023.0,,,,,,,смежные,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
1179,7397544485,17100000.0,220077.0,Контактное лицо,Samarsky,"ул. Алексея Толстого, 92",возможна ипотека,2,77.7,15.8,50.1,2.0,10.0,,2.8,совмещенный,"во двор, на улицу, на солнечную сторону",дизайнерский,"кондиционер, холодильник, посудомоечная машина, водонагреватель",свободная,кирпичный,2005.0,1,,,закрытая территория,"подземная, открытая во дворе, за шлагбаумом во дворе",панорамные окна,изолированные,кухня,агентство,2025-05-27,53.1876537,50.0831039,0.86,4.19
1180,7231056806,8500000.0,140033.0,Контактное лицо,Oktyabrsky,"ул. Советской Армии, 200А",возможна ипотека,3,60.7,8.4,38.9,4.0,9.0,лоджия,,раздельный,"во двор, на улицу, на солнечную сторону",косметический,кондиционер,альтернативная,кирпичный,1990.0,1,нет,мусоропровод,"детская площадка, спортивная площадка",открытая во дворе,,изолированные,"кухня, хранение одежды",агентство,2025-05-27,53.2282584,50.1921456,7.71,3.08
1181,7403929949,4050000.0,91011.0,Контактное лицо,Zheleznodorozhny,"Аэродромная ул., 20",,2,44.5,5.6,30.5,1.0,5.0,,,,,косметический,,альтернативная,панельный,,,,,,,,смежные,,агентство,2025-05-27,53.1921749,50.1818415,5.83,0.95
1182,3945465877,3999999.0,63291.0,"Авито — сайт объявлений России. © ООО «КЕХ еКоммерц» 2007–2025. Правила Авито. Политика конфиденциальности. Оплачивая услуги на Авито, вы принимаете оферту. Авито использует рекомендательные технологии.",Kuibyshevsky,"Центральная ул., 10",,3,63.2,7.0,40.0,4.0,5.0,балкон,,раздельный,"во двор, на улицу",косметический,,свободная,панельный,,,,,детская площадка,,,изолированные,,агентство,2025-05-27,53.2314837,50.0439592,5.63,6.51
1183,4423984178,2850000.0,85843.0,Контактное лицо,Krasnoglinsky,"ул. Евгения Золотухина, 6",возможна ипотека,1,33.2,10.0,16.0,1.0,3.0,,,совмещенный,"во двор, на солнечную сторону",косметический,"холодильник, стиральная машина",свободная,кирпичный,2012.0,нет,нет,газ,"детская площадка, спортивная площадка",открытая во дворе,,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,53.3161693,50.3066525,19.85,11.68
1184,4601501167,4399000.0,103506.0,1 собственник,Oktyabrsky,"ул. Николая Панова, 35",возможна ипотека,2,42.5,6.0,27.0,5.0,5.0,балкон,2.9,совмещенный,на улицу,евро,,свободная,кирпичный,1960.0,нет,нет,газ,,,,изолированные,,агентство,2025-05-27,53.2070595,50.1653159,5.04,0.58
1185,7380205174,4500000.0,70866.0,2 собственника или больше,Kuibyshevsky,"Фасадная ул., 22",возможна ипотека,2,63.5,10.7,35.0,1.0,3.0,,3.0,раздельный,"во двор, на улицу",требует ремонта,,свободная,кирпичный,1964.0,нет,нет,газ,детская площадка,открытая во дворе,,изолированные,кухня,агентство,2025-05-27,53.1171614,50.0813625,8.28,10.86
1186,7420186810,6400000.0,167102.0,Контактное лицо,Promyshlenny,"пр-т Кирова, 322Ак3",,1,38.3,9.8,18.1,26.0,27.0,лоджия,2.5,совмещенный,"во двор, на солнечную сторону",евро,"кондиционер, холодильник",свободная,монолитный,2019.0,2,2,консьерж,"детская площадка, спортивная площадка","подземная, открытая во дворе",гардеробная,,"кухня, хранение одежды, спальные места",агентство,2025-05-27,,,,
